,Nome da instituicao,Sigla da instituicao,Nome da base de dados,Sigla da base de dados,Responsavel pelo registro,Numero do registro no portal,Numero do registro na base de dados,Data do registro,Data do evento,Data de Carencia,Nome cientifico,Nome comum,Nome cientifico na base de dados,Nivel taxonomico,Numero de individuos,Reino,Filo,Classe,Ordem,Familia,Genero,Especie,Estado de conservacao,Categoria de Ameaca,Localidade,Pais,Estado/Provincia,Municipio,Status de Sensibilidade,lat,lon,Outras informacoes da localidade,Jurisdicao,"Destino do Material
"
43,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005684,Nº Da Autorização/Licença Sisbio: 51614,11/04/2016,12/04/2016 a 01/07/2016,19/01/2019,Euglossa melanotricha,Sem Informações,Euglossa melanotricha,species,14,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa melanotricha,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.5078,-54.61605,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
44,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005699,Nº Da Autorização/Licença Sisbio: 51614,18/07/2016,19/07/2016 a 28/09/2016,19/01/2019,Eulaema nigrita,Sem Informações,Eulaema nigrita,species,4,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema nigrita,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.5078,-54.61605,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
45,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005704,Nº Da Autorização/Licença Sisbio: 51614,18/07/2016,19/07/2016 a 28/09/2016,19/01/2019,Euglossa melanotricha,Sem Informações,Euglossa melanotricha,species,6,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa melanotricha,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.5078,-54.61605,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
46,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005891,Nº Da Autorização/Licença Sisbio: 51614,04/04/2016,05/04/2016 a 23/06/2016,19/01/2019,Euglossa melanotricha,Sem Informações,Euglossa melanotricha,species,3,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa melanotricha,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.392192,-54.588,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
47,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005892,Nº Da Autorização/Licença Sisbio: 51614,04/04/2016,05/04/2016 a 23/06/2016,19/01/2019,Eulaema nigrita,Sem Informações,Eulaema nigrita,species,16,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema nigrita,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.392192,-54.588,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
48,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005905,Nº Da Autorização/Licença Sisbio: 51614,04/04/2016,05/04/2016 a 23/06/2016,19/01/2019,Euglossa securigera,Sem Informações,Euglossa securigera,species,5,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa securigera,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.392192,-54.588,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
49,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005906,Nº Da Autorização/Licença Sisbio: 51614,04/04/2016,05/04/2016 a 23/06/2016,19/01/2019,Exaerete smaragdina,Sem Informações,Exaerete smaragdina,species,1,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Exaerete,Exaerete smaragdina,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.392192,-54.588,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
50,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005907,Nº Da Autorização/Licença Sisbio: 51614,04/04/2016,05/04/2016 a 23/06/2016,19/01/2019,Euglossa annectens,Sem Informações,Euglossa annectens,species,2,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa annectens,Espécie não Ameaçada,Sem Informações,Parque Estadual Matas Do Segredo,Brasil,MS,Campo Grande,Espécie não Sensível,-20.392192,-54.588,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
51,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005910,Nº Da Autorização/Licença Sisbio: 51614,30/03/2016,31/03/2016 a 19/05/2016,19/01/2019,Eulaema nigrita,Sem Informações,Eulaema nigrita,species,13,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema nigrita,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
52,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005926,Nº Da Autorização/Licença Sisbio: 51614,30/03/2016,31/03/2016 a 19/05/2016,19/01/2019,Euglossa securigera,Sem Informações,Euglossa securigera,species,1,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa securigera,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
53,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005927,Nº Da Autorização/Licença Sisbio: 51614,30/03/2016,31/03/2016 a 19/05/2016,19/01/2019,Euglossa melanotricha,Sem Informações,Euglossa melanotricha,species,1,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa melanotricha,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
54,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005928,Nº Da Autorização/Licença Sisbio: 51614,30/03/2016,31/03/2016 a 19/05/2016,19/01/2019,Euglossa annectens,Sem Informações,Euglossa annectens,species,6,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa annectens,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
55,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005929,Nº Da Autorização/Licença Sisbio: 51614,28/06/2016,29/06/2016 a 26/09/2016,19/01/2019,Eulaema nigrita,Sem Informações,Eulaema nigrita,species,8,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema nigrita,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
56,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005931,Nº Da Autorização/Licença Sisbio: 51614,28/06/2016,29/06/2016 a 26/09/2016,19/01/2019,Euglossa violaceifrons,Sem Informações,Euglossa violaceifrons,species,1,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa violaceifrons,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
57,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005932,Nº Da Autorização/Licença Sisbio: 51614,28/06/2016,29/06/2016 a 26/09/2016,19/01/2019,Euglossa melanotricha,Sem Informações,Euglossa melanotricha,species,18,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa melanotricha,Espécie não Ameaçada,Sem Informações,Parque Estadual Do Prosa,Brasil,MS,Campo Grande,Espécie não Sensível,-20.450922,-54.560833,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
58,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005933,Nº Da Autorização/Licença Sisbio: 51614,11/04/2016,12/04/2016 a 01/07/2016,19/01/2019,Euglossa fimbriata,Sem Informações,Euglossa fimbriata,species,1,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa fimbriata,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.5078,-54.61605,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
59,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Rodrigo Pires Dallacqua,1005934,Nº Da Autorização/Licença Sisbio: 51614,18/07/2016,19/07/2016 a 28/09/2016,19/01/2019,Euglossa securigera,Sem Informações,Euglossa securigera,species,8,Sem Informações,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa securigera,Espécie não Ameaçada,Sem Informações,Reserva Particular Do Patrimônio Natural Da Ufms,Brasil,MS,Campo Grande,Espécie não Sensível,-20.5078,-54.61605,Coordenada de referência da área amostrada,Sem Informações,"Será destinado posteriormente
"
60,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Nilton Carlos Caceres,11615,Nº Da Autorização/Licença Sisbio: 11504,16/04/2009,17/04/2009 a 20/04/2009,09/11/2011,Gracilinanus agilis,Cuíca,Gracilinanus agilis,species,1,Sem Informações,Chordata,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,Espécie não Ameaçada,Sem Informações,Fazenda Sossego,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490217,-54.505128,Sem Informações,Sem Informações,"Depositado em coleção/museu
"
61,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Nilton Carlos Caceres,11640,Nº Da Autorização/Licença Sisbio: 11504,16/04/2009,17/04/2009 a 20/04/2009,09/11/2011,Thylamys macrurus,Catita,Thylamys macrura,species,2,Sem Informações,Chordata,Mammalia,Didelphimorphia,Didelphidae,Thylamys,Thylamys macrurus,Espécie Ameaçada,Em Perigo,Fazenda Sossego,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490217,-54.505128,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
62,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Richard Carl Vogt,116661,"Nº Da Autorização/Licença Sisbio: 22885, Projeto: Distribuição Geográfia, Revisão Taxonômica E Sistemática Filogenética Do Complexo Phrynops Geoffroanus Schweigger 1812 (Testudines: Chelidae)",11/06/2010,12/06/2010 a 19/06/2010,02/11/2018,Phrynops geoffroanus,Cágado-de-barbicha,Phrynops geoffroanus,species,15,Sem Informações,Chordata,Reptilia,Testudines,Chelidae,Phrynops,Phrynops geoffroanus,Espécie não Ameaçada,Sem Informações,Córrego Anhaduinzinho,Brasil,MS,Campo Grande,Espécie não Sensível,-20.481667,-54.628056,Coordenada aproximada,Sem Informações,"Depositado em coleção/museu
"
63,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Nilton Carlos Caceres,11667,Nº Da Autorização/Licença Sisbio: 11504,16/04/2009,17/04/2009 a 20/04/2009,09/11/2011,Didelphis albiventris,Gambá-de-orelha-branca,Didelphis albiventris,species,5,Sem Informações,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,Espécie não Ameaçada,Sem Informações,Fazenda Sossego,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490217,-54.505128,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
64,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Nilton Carlos Caceres,11668,Nº Da Autorização/Licença Sisbio: 11504,16/04/2009,17/04/2009 a 20/04/2009,09/11/2011,Gracilinanus agilis,Cuíca,Gracilinanus agilis,species,5,Sem Informações,Chordata,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,Espécie não Ameaçada,Sem Informações,Fazenda Sossego,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490217,-54.505128,Sem Informações,Sem Informações,"Solto/mantido na natureza
"
65,Sem Informações,ICMBio,Sistema de Autorização e Informação em Biodiversidade.,SISBIO-DIBIO,Nilton Carlos Caceres,11681,Nº Da Autorização/Licença Sisbio: 11504,16/04/2009,17/04/2009 a 20/04/2009,09/11/2011,Thylamys macrurus,Catita,Thylamys macrura,species,1,Sem Informações,Chordata,Mammalia,Didelphimorphia,Didelphidae,Thylamys,Thylamys macrurus,Espécie Ameaçada,Em Perigo,Fazenda Sossego,Brasil,MS,Campo Grande,Espécie não Sensível,-20.490217,-54.505128,Sem Informações,Sem Informações,"Depositado em coleção/museu
"
66,Sem Informações,ICMBio,Atlas de Registro de Aves Brasileiras,ARA - Atlas de Registros de Aves Brasileiras,"Pinto, O.M.O. 1944. Catálogo das aves do Brasil e lista dos exemplares existentes na coleção do Departamento de Zoologia, 2ª parte. Ordem Passeriformes (continuação): Superfamília Tyrannoidea e Subordem Passeres. São Paulo: Departamento de Zoologia, Secretaria de Agricultura, Indústria e Comércio. 700p.",ARA-LIT-3523,Sem Informações,Sem Informações,Sem Informações,27/09/2017,Alectrurus tricolor,Galito,Alectrurus tricolor,species,1,Sem Informações,Chordata,Aves,Passeriformes,Tyrannidae,Alectrurus,Alectrurus tricolor,Espécie Ameaçada,Vulnerável,Sem Informações,Sem Informações,MS,Campo Grande,Espécie não Sensível,-20.45,-54.62,Coordenada exata da ocorr?ncia,Sem Informações,"Sem Informações
"
67,Sem Informações,ICMBio,Atlas de Registro de Aves Brasileiras,ARA - Atlas de Registros de Aves Brasileiras,"Pinto, O.M.O. 1944. Catálogo das aves do Brasil e lista dos exemplares existentes na coleção do Departamento de Zoologia, 2ª parte. Ordem Passeriformes (continuação): Superfamília Tyrannoidea e Subordem Passeres. São Paulo: Departamento de Zoologia, Secretaria de Agricultura, Indústria e Comércio. 700p.",ARA-LIT-4414,Sem Informações,Sem Informações,Sem Informações,27/09/2017,Myospiza humeralis,tico-tico-do-campo,Ammodramus humeralis,species,1,Sem Informações,Chordata,Aves,Passeriformes,Emberizidae,Myospiza,Myospiza humeralis,Espécie não Ameaçada,Sem Informações,Sem Informações,Sem Informações,MS,Campo Grande,Espécie não Sensível,-20.45,-54.62,Coordenada exata da ocorr?ncia,Sem Informações,"Sem Informações
"
68,Sem Informações,ICMBio,Atlas de Registro de Aves Brasileiras,ARA - Atlas de Registros de Aves Brasileiras,"Pinto, O.M.O. 1944. Catálogo das aves do Brasil e lista dos exemplares existentes na coleção do Departamento de Zoologia, 2ª parte. Ordem Passeriformes (continuação): Superfamília Tyrannoidea e Subordem Passeres. São Paulo: Departamento de Zoologia, Secretaria de Agricultura, Indústria e Comércio. 700p.",ARA-LIT-24154,Sem Informações,Sem Informações,Sem Informações,27/09/2017,Dacnis cayana,saí-azul,Dacnis cayana,species,1,Sem Informações,Chordata,Aves,Passeriformes,Thraupidae,Dacnis,Dacnis cayana,Espécie não Ameaçada,Sem Informações,Campo Grande,Sem Informações,MS,Campo Grande,Espécie não Sensível,-20.45,-54.62,Coordenada exata da ocorr?ncia,Sem Informações,"Sem Informações
"
69,Sem Informações,ICMBio,Atlas de Registro de Aves Brasileiras,ARA - Atlas de Registros de Aves Brasileiras,"Pinto, O.M.O. 1944. Catálogo das aves do Brasil e lista dos exemplares existentes na coleção do Departamento de Zoologia, 2ª parte. Ordem Passeriformes (continuação): Superfamília Tyrannoidea e Subordem Passeres. São Paulo: Departamento de Zoologia, Secretaria de Agricultura, Indústria e Comércio. 700p.",ARA-LIT-24156,Sem Informações,Sem Informações,Sem Informações,27/09/2017,Euscarthmus meloryphus,Sem Informações,Euscarthmus meloryphus,species,1,Sem Informações,Chordata,Aves,Passeriformes,Tyrannidae,Euscarthmus,Euscarthmus meloryphus,Espécie não Ameaçada,Sem Informações,Campo Grande,Sem Informações,MS,Campo Grande,Espécie não Sensível,-20.45,-54.62,Coordenada exata da ocorr?ncia,Sem Informações,"Sem Informações
"
70,Sem Informações,ICMBio,Atlas de Registro de Aves Brasileiras,ARA - Atlas de Registros de Aves Brasileiras,"Pinto, O.M.O. 1944. Catálogo das aves do Brasil e lista dos exemplares existentes na coleção do Departamento de Zoologia, 2ª parte. Ordem Passeriformes (continuação): Superfamília Tyrannoidea e Subordem Passeres. São Paulo: Departamento de Zoologia, Secretaria de Agricultura, Indústria e Comércio. 700p.",ARA-LIT-24157,Sem Informações,Sem Informações,Sem Informações,27/09/2017,Euscarthmus rufomarginatus,Maria-corruíra,Euscarthmus rufomarginatus,species,1,Sem Informações,Chordata,Aves,Passeriformes,Tyrannidae,Euscarthmus,Euscarthmus rufomarginatus,Espécie não Ameaçada,Sem Informações,Campo Grande,Sem Informações,MS,Campo Grande,Espécie não Sensível,-20.45,-54.62,Coordenada exata da ocorr?ncia,Sem Informações,"Sem Informações
"
